frame,body,body_id,confidence,tracking_state,action_state,x,y,z,vx,xy,vz,width,height,length,mask,nose,neck,right_shoulder,right_elbow,right_wrist,left_shoulder,left_elbow,left_wrist,right_hip,right_knee,right_ankle,left_hip,left_knee,left_ankle,right_eye,left_eye,right_ear,left_ear
1285,0,11,73.06264,OK,MOVING,-3.17478,-3.86579,15.99394,-0.96095,-0.22381,0.58475,0.50301,1.49393,0.50301,n/a sl::Mat not initialised,[-3.2826943 -4.4439297 15.995729 ],[-3.1805253 -4.292752  15.95408  ],[-3.047317  -4.3220205 16.087282 ],[-3.0719182 -4.073106  16.07895  ],[-3.141017 -3.845655 16.116364],[-3.3137336 -4.263484  15.82088  ],[-3.2083268 -4.0376554 15.843782 ],[-3.2383175 -3.8397324 15.97733  ],[-3.0268748 -3.79634   16.04455  ],[-3.0628543 -3.389412  16.021742 ],[-3.0884337 -3.0275946 15.995193 ],[-3.158112  -3.7681975 15.911873 ],[-3.107531  -3.3622003 15.915479 ],[-2.9814253 -3.031046  15.833594 ],[-3.2467217 -4.489785  15.993205 ],[-3.2833605 -4.4793725 15.949399 ],[-3.1324172 -4.5023565 15.965124 ],[-3.236227  -4.4728556 15.841012 ]
1286,0,11,73.26376,OK,MOVING,-3.20869,-3.86514,16.00745,-0.95429,-0.20468,0.52062,0.50456,1.49739,0.50456,n/a sl::Mat not initialised,[-3.3167975 -4.4350944 16.01218  ],[-3.21193   -4.2871604 15.970672 ],[-3.0816703 -4.3171186 16.106052 ],[-3.103732 -4.068396 16.095886],[-3.171979 -3.840767 16.131514],[-3.3421898 -4.2572026 15.835291 ],[-3.229721  -4.0352273 15.85834  ],[-3.2534294 -3.8348029 15.988763 ],[-3.0530918 -3.7921152 16.060003 ],[-3.085226 -3.3852   16.033703],[-3.1085143 -3.0234764 16.005335 ],[-3.1816611 -3.763261  15.924866 ],[-3.1255374 -3.3581014 15.925419 ],[-2.993384 -3.029729 15.842361],[-3.281671 -4.481646 16.010798],[-3.3174403 -4.471107  15.966294 ],[-3.1672122 -4.496754  15.984655 ],[-3.2685566 -4.4668946 15.858566 ]
1287,0,11,74.45072,OK,MOVING,-3.23714,-3.86457,16.01797,-0.93920,-0.19131,0.47769,0.50552,1.49902,0.50552,n/a sl::Mat not initialised,[-3.3478305 -4.4286695 16.025248 ],[-3.2401257 -4.2841187 15.983676 ],[-3.1129756 -4.3148494 16.12125  ],[-3.1313877 -4.066287  16.109426 ],[-3.1977687 -3.8382397 16.143368 ],[-3.3672752 -4.2533884 15.846104 ],[-3.2470527 -4.035962  15.869209 ],[-3.2633514 -3.8330417 15.99618  ],[-3.0750494 -3.7907977 16.071533 ],[-3.102842  -3.3839855 16.041208 ],[-3.123505 -3.022416 16.010567],[-3.2008011 -3.7611527 15.933915 ],[-3.1381269 -3.3571076 15.931227 ],[-2.9992325 -3.0319748 15.846991 ],[-3.3136399 -4.475927  16.02501  ],[-3.3485405 -4.46527   15.979835 ],[-3.199143  -4.4937096 16.00078  ],[-3.2980263 -4.463517  15.872792 ]
1288,0,11,71.67630,OK,MOVING,-3.26727,-3.86436,16.02551,-0.93336,-0.18245,0.44844,0.50602,1.49914,0.50602,n/a sl::Mat not initialised,[-3.3776875 -4.4248824 16.034916 ],[-3.2670348 -4.283806  15.993048 ],[-3.1431503 -4.3153634 16.13282  ],[-3.156662  -4.0669794 16.119373 ],[-3.2200227 -3.8382387 16.15161  ],[-3.3909187 -4.252249  15.853275 ],[-3.261965  -4.0403557 15.876303 ],[-3.2691696 -3.8349667 15.999345 ],[-3.0947037 -3.792607  16.079117 ],[-3.1176052 -3.3860226 16.04415  ],[-3.13525  -3.024685 16.010681],[-3.2174933 -3.7621164 15.939009 ],[-3.1474414 -3.3594842 15.932826 ],[-3.0015981 -3.0378156 15.847645 ],[-3.3444965 -4.4728327 16.035835 ],[-3.3785372 -4.4620976 15.990016 ],[-3.230073 -4.493366 16.013498],[-3.3265219 -4.4629498 15.883683 ]
1289,0,11,72.42281,OK,MOVING,-3.29269,-3.86258,16.02995,-0.91302,-0.16743,0.40064,0.50696,1.50015,0.50696,n/a sl::Mat not initialised,[-3.4042163 -4.4233966 16.040451 ],[-3.2904158 -4.285872  15.998211 ],[-3.1699903 -4.3182855 16.140207 ],[-3.1777804 -4.070164  16.125317 ],[-3.2373857 -3.8406205 16.15594  ],[-3.410841 -4.253458 15.856213],[-3.272474 -4.048082 15.879059],[-3.2690845 -3.8404388 15.997607 ],[-3.1098528 -3.7972527 16.082245 ],[-3.1270137 -3.3910306 16.042162 ],[-3.1410017 -3.0299997 16.005459 ],[-3.2294884 -3.7658672 15.939613 ],[-3.1513424 -3.3649707 15.929937 ],[-2.9983528 -3.0469575 15.844224 ],[-3.3721035 -4.4720325 16.042524 ],[-3.4052625 -4.461217  15.996071 ],[-3.2578611 -4.495403  16.022123 ],[-3.3518116 -4.464757  15.890507 ]
1290,0,11,68.16605,OK,MOVING,-3.31441,-3.86600,16.03950,-0.90023,-0.17728,0.43678,0.50587,1.49553,0.50587,n/a sl::Mat not initialised,[-3.428579 -4.423282 16.052082],[-3.3114421 -4.289321  16.009556 ],[-3.1946235 -4.3225594 16.153784 ],[-3.1960328 -4.0748334 16.13755  ],[-3.2512565 -3.8444138 16.166555 ],[-3.4282608 -4.256082  15.865325 ],[-3.2804866 -4.0578823 15.887992 ],[-3.265746  -3.8485048 16.001692 ],[-3.1220183 -3.8036828 16.091457 ],[-3.132755  -3.3979568 16.046175 ],[-3.1425998 -3.037293  16.00617  ],[-3.238345  -3.7714238 15.946294 ],[-3.1520026 -3.3724794 15.933341 ],[-2.9923205 -3.0579057 15.847777 ],[-3.3975978 -4.4725776 16.055307 ],[-3.4298317 -4.4616823 16.008217 ],[-3.2836277 -4.498797  16.036938 ],[-3.3749573 -4.4679255 15.903505 ]
1291,0,11,72.09024,OK,MOVING,-3.33422,-3.87085,16.05455,-0.88172,-0.18731,0.47441,0.50489,1.49108,0.50489,n/a sl::Mat not initialised,[-3.4502022 -4.4253135 16.068716 ],[-3.3296752 -4.294515  16.026205 ],[-3.216615 -4.328467 16.172688],[-3.2113938 -4.0812993 16.155361 ],[-3.262014  -3.8500738 16.182882 ],[-3.4427352 -4.2605624 15.879721 ],[-3.2860236 -4.0699    15.90227  ],[-3.259716  -3.8594294 16.010878 ],[-3.1311538 -3.8121572 16.106022 ],[-3.1351168 -3.407075  16.055582 ],[-3.140543  -3.0468435 16.012245 ],[-3.2440233 -3.779128  15.958312 ],[-3.1500592 -3.3821924 15.942099 ],[-2.984364  -3.0708108 15.856889 ],[-3.4203212 -4.4751916 16.07305  ],[-3.4515762 -4.4642158 16.025309 ],[-3.3066602 -4.504045  16.056839 ],[-3.3952167 -4.4729466 15.921571 ]
1292,0,11,77.48066,OK,MOVING,-3.35304,-3.87622,16.07302,-0.85927,-0.19461,0.50317,0.50422,1.48735,0.50422,n/a sl::Mat not initialised,[-3.4684305 -4.4283767 16.088148 ],[-3.3444157 -4.300308  16.045988 ],[-3.235275  -4.3349013 16.194746 ],[-3.22362   -4.0884647 16.176304 ],[-3.2699418 -3.856585  16.202284 ],[-3.4535558 -4.2657166 15.897233 ],[-3.2887414 -4.082601  15.919853 ],[-3.2513146 -3.8717563 16.023455 ],[-3.1366408 -3.821583  16.123999 ],[-3.1332488 -3.4172626 16.068567 ],[-3.133556  -3.0575204 16.021793 ],[-3.245797  -3.7878199 15.973683 ],[-3.1427383 -3.393382  15.954803 ],[-2.9696162 -3.0859756 15.87035  ],[-3.4396112 -4.4787674 16.09353  ],[-3.469823  -4.4677014 16.04513  ],[-3.3262815 -4.5100217 16.079615 ],[-3.411881  -4.4786677 15.942483 ]
1293,0,11,67.44641,OK,MOVING,-3.36630,-3.87329,16.08495,-0.80099,-0.16210,0.40290,0.50685,1.49219,0.50685,n/a sl::Mat not initialised,[-3.4791915 -4.42807   16.099392 ],[-3.351709  -4.3022947 16.057915 ],[-3.2465284 -4.3372574 16.20892  ],[-3.2291527 -4.0916786 16.189154 ],[-3.2718272 -3.8593078 16.213293 ],[-3.4568894 -4.267333  15.90691  ],[-3.2850604 -4.0914006 15.929813 ],[-3.237473  -3.8807726 16.02866  ],[-3.135123  -3.8272045 16.13416  ],[-3.1223629 -3.4237635 16.074474 ],[-3.1149104 -3.0646434 16.024231 ],[-3.240623 -3.79298  15.981353],[-3.1305254 -3.4006965 15.959411 ],[-2.951962  -3.0963802 15.875425 ],[-3.4513578 -4.478888  16.105787 ],[-3.480467 -4.467765 16.05672 ],[-3.338355 -4.512239 16.094307],[-3.4208314 -4.4807215 15.955284 ]
1294,0,11,73.75599,OK,MOVING,-3.38244,-3.86660,16.08794,-0.74909,-0.11907,0.26541,0.51178,1.49881,0.51178,n/a sl::Mat not initialised,[-3.4875898 -4.425504  16.101784 ],[-3.3568652 -4.301604  16.060959 ],[-3.255646  -4.3364587 16.214216 ],[-3.2336338 -4.091791  16.192665 ],[-3.273729  -3.8591099 16.214466 ],[-3.4580843 -4.2667484 15.907701 ],[-3.2801754 -4.0975466 15.930738 ],[-3.2229152 -3.8874216 16.024508 ],[-3.1323311 -3.8298547 16.13511  ],[-3.1107194 -3.4276564 16.070478 ],[-3.095734  -3.0694857 16.015953 ],[-3.2341518 -3.7957113 15.979811 ],[-3.1192412 -3.4051552 15.953925 ],[-2.9372077 -3.1030445 15.869801 ],[-3.4606137 -4.476637  16.109215 ],[-3.4886253 -4.4655957 16.059484 ],[-3.3479102 -4.5117154 16.100243 ],[-3.4272754 -4.480429  15.959339 ]
1295,0,11,71.31651,OK,MOVING,-3.39350,-3.86115,16.08479,-0.70189,-0.09236,0.18302,0.51752,1.50098,0.51752,n/a sl::Mat not initialised,[-3.4937959 -4.421405  16.099272 ],[-3.359989 -4.299298 16.059072],[-3.2626846 -4.333625  16.214561 ],[-3.2369049 -4.089854  16.191061 ],[-3.2752953 -3.8569999 16.210327 ],[-3.4572937 -4.264971  15.903585 ],[-3.2744212 -4.1016064 15.926187 ],[-3.208302  -3.8920653 16.01443  ],[-3.1283238 -3.8306308 16.130867 ],[-3.0972648 -3.4300063 16.061214 ],[-3.073931  -3.0731096 16.002144 ],[-3.2264607 -3.796978  15.973105 ],[-3.1081452 -3.4078865 15.942693 ],[-2.9239066 -3.1073961 15.858008 ],[-3.4676237 -4.4727798 16.107798 ],[-3.4945283 -4.461947  16.057405 ],[-3.3552308 -4.50938   16.101418 ],[-3.4314613 -4.4786854 15.958639 ]
1296,0,11,58.60994,OK,MOVING,-3.40072,-3.85518,16.07634,-0.65351,-0.07007,0.11606,0.52461,1.50155,0.52461,n/a sl::Mat not initialised,[-3.4974246 -4.4163413 16.09205  ],[-3.360816  -4.2958713 16.052406 ],[-3.2673047 -4.3292513 16.210073 ],[-3.2385757 -4.0863476 16.184431 ],[-3.2761045 -3.8534524 16.200972 ],[-3.454327  -4.2624917 15.894739 ],[-3.267712  -4.1037965 15.916551 ],[-3.1942067 -3.894803  15.999259 ],[-3.1229205 -3.8299289 16.12152  ],[-3.0838578 -3.4311225 16.046534 ],[-3.0534112 -3.075735  15.982595 ],[-3.2174392 -3.7972054 15.961375 ],[-3.0965452 -3.4094849 15.925982 ],[-2.910763  -3.1103973 15.840269 ],[-3.47198  -4.467876 16.101715],[-3.4978037 -4.4573865 16.05068  ],[-3.359898 -4.505756 16.097954],[-3.4330657 -4.4760356 15.953351 ]
1297,0,11,50.40527,OK,MOVING,-3.40408,-3.84779,16.06110,-0.60258,-0.04819,0.05113,0.53217,1.50131,0.53217,n/a sl::Mat not initialised,[-3.4977007 -4.4128156 16.077778 ],[-3.3586564 -4.293779  16.038414 ],[-3.2686515 -4.325838  16.198126 ],[-3.2373462 -4.0837793 16.170403 ],[-3.2742627 -3.8508976 16.184252 ],[-3.4486609 -4.2617197 15.878704 ],[-3.2599578 -4.1058445 15.899555 ],[-3.1813874 -3.8970318 15.977096 ],[-3.1155887 -3.8300772 16.104519 ],[-3.0694919 -3.4332898 16.023996 ],[-3.0326262 -3.0796385 15.954925 ],[-3.2067537 -3.7986703 15.942185 ],[-3.084471 -3.412118 15.901287],[-2.8981338 -3.1140633 15.813872 ],[-3.4728749 -4.464427  16.088552 ],[-3.4977198 -4.4543858 16.036936 ],[-3.3610847 -4.503304  16.087252 ],[-3.4314785 -4.4748545 15.941004 ]
1297,1,10,10.49298,OK,MOVING,4.82290,-7.32175,29.52376,0.14005,-0.48364,1.68003,0.51669,1.59421,0.51669,n/a sl::Mat not initialised,[ 4.77248  -8.044019 29.325901],[ 4.7812247 -7.839724  29.333145 ],[ 4.9683466 -7.8483133 29.369785 ],[ 4.969619  -7.6172767 29.46074  ],[ 4.963023 -7.412605 29.583487],[ 4.594102  -7.8311343 29.296503 ],[ 4.5770307 -7.600628  29.38721  ],[ 4.5386124 -7.4577823 29.574615 ],[ 4.860674  -7.3483047 29.549076 ],[ 4.8509502 -6.9571195 29.70561  ],[ 4.8420463 -6.6098943 29.845964 ],[ 4.670025 -7.33953  29.51182 ],[ 4.654533 -6.947635 29.666094],[ 4.65039   -6.5843835 29.757607 ],[ 4.8097663 -8.064565  29.287716 ],[ 4.751098 -8.061892 29.27596 ],[ 4.8817677 -8.012322  29.219978 ],[ 4.7155395 -8.004749  29.186678 ]
1298,0,11,54.85238,OK,MOVING,-3.39694,-3.83973,16.03957,-0.53722,-0.03188,0.00776,0.53841,1.49911,0.53841,n/a sl::Mat not initialised,[-3.4905524 -4.4108825 16.057125 ],[-3.3495214 -4.2928286 16.017916 ],[-3.2625675 -4.3232136 16.179468 ],[-3.2285666 -4.0820603 16.14966  ],[-3.2645633 -3.8491738 16.160894 ],[-3.4364753 -4.2624435 15.856365 ],[-3.2477994 -4.1067863 15.875648 ],[-3.167396  -3.8971748 15.948148 ],[-3.10271   -3.8306503 16.080667 ],[-3.0505743 -3.4358943 15.994986 ],[-3.0081077 -3.0840256 15.921092 ],[-3.190997 -3.800904 15.916447],[-3.0693452 -3.4150105 15.869768 ],[-2.884305  -3.1169915 15.780211 ],[-3.466173  -4.4624724 16.068953 ],[-3.4901516 -4.4529686 16.01682  ],[-3.3545887 -4.501936  16.069921 ],[-3.422529 -4.475007 15.922212]
1298,1,10,10.49298,OK,MOVING,4.83097,-7.34311,29.60234,0.14006,-0.48381,1.67997,0.51705,1.59384,0.51705,n/a sl::Mat not initialised,[ 4.7824097 -8.058469  29.367294 ],[ 4.7859254 -7.8558097 29.388876 ],[ 4.9766393 -7.8596363 29.408478 ],[ 4.9786735 -7.635396  29.517654 ],[ 4.9719887 -7.470622  29.691776 ],[ 4.595211 -7.851981 29.369268],[ 4.575695 -7.628437 29.478146],[ 4.556403 -7.415864 29.587482],[ 4.8682756 -7.377454  29.634243 ],[ 4.861946 -6.996506 29.82188 ],[ 4.856209 -6.658374 29.989658],[ 4.674452 -7.373543 29.614367],[ 4.6588326 -6.991802  29.799843 ],[ 4.647542 -6.642082 29.941555],[ 4.816943 -8.074988 29.3248  ],[ 4.7574224 -8.073703  29.318155 ],[ 4.881264 -8.015646 29.255203],[ 4.7126217 -8.012     29.236374 ]
1299,0,11,86.16427,OK,MOVING,-3.39492,-3.82732,16.01136,-0.47824,0.00327,-0.10153,0.54470,1.50113,0.54470,n/a sl::Mat not initialised,[-3.481729 -4.408956 16.028778],[-3.3391187 -4.2913074 15.989715 ],[-3.2549405 -4.3197193 16.152956 ],[-3.2186017 -4.079441  16.121103 ],[-3.2539585 -3.846607  16.129774 ],[-3.423297 -4.262895 15.826473],[-3.235907  -4.1058817 15.843815 ],[-3.1555903 -3.8948972 15.91143  ],[-3.0899475 -3.829965  16.048996 ],[-3.033686  -3.4370914 15.958324 ],[-2.9874141 -3.0868778 15.879829 ],[-3.1755476 -3.8021955 15.883023 ],[-3.05556   -3.4167242 15.830576 ],[-2.8726578 -3.1182852 15.738743 ],[-3.457613  -4.4604254 16.04162  ],[-3.480793  -4.4515395 15.989013 ],[-3.3461256 -4.500032  16.044767 ],[-3.4118023 -4.4748554 15.895713 ]
1299,1,10,10.49298,OK,MOVING,4.84042,-7.37023,29.69289,0.14004,-0.48353,1.68006,0.51758,1.59062,0.51758,n/a sl::Mat not initialised,[ 4.7924867 -8.070718  29.402615 ],[ 4.7905526 -7.8718963 29.444767 ],[ 4.982918  -7.8670835 29.441566 ],[ 4.988797 -7.654914 29.574198],[ 4.996809 -7.526964 29.777866],[ 4.598187 -7.876706 29.447964],[ 4.5801167 -7.6659856 29.581806 ],[ 4.5623302 -7.4549036 29.696014 ],[ 4.881531  -7.4160495 29.729044 ],[ 4.88335  -7.054845 29.957005],[ 4.884992  -6.7342796 30.160437 ],[ 4.686407 -7.420907 29.73232 ],[ 4.676188  -7.0591846 29.959238 ],[ 4.666903  -6.7337947 30.154648 ],[ 4.822439 -8.08116  29.355022],[ 4.762541 -8.08242  29.355312],[ 4.875576 -8.011975 29.285074],[ 4.7058616 -8.015549  29.285898 ]
1300,0,11,85.97632,OK,MOVING,-3.38937,-3.81661,15.97806,-0.42754,0.02346,-0.16079,0.54774,1.49928,0.54774,n/a sl::Mat not initialised,[-3.4721453 -4.4107423 15.994609 ],[-3.3283732 -4.293035  15.955776 ],[-3.246808 -4.319247 16.120579],[-3.2090657 -4.0796676 16.086899 ],[-3.2446973 -3.8470213 16.093187 ],[-3.4099393 -4.2668233 15.790973 ],[-3.2245798 -4.1075606 15.806277 ],[-3.1453285 -3.8949797 15.869222 ],[-3.078351  -3.8317857 16.011782 ],[-3.0196238 -3.440372  15.917172 ],[-2.9710915 -3.0914469 15.835053 ],[-3.1613717 -3.8062203 15.844162 ],[-3.0439248 -3.4208925 15.786432 ],[-2.8638937 -3.1214914 15.692643 ],[-3.4481418 -4.462005  16.008436 ],[-3.4705558 -4.4538016 15.955383 ],[-3.336656  -4.5013733 16.013725 ],[-3.4001641 -4.478129  15.863405 ]
1300,1,10,10.49298,OK,MOVING,4.84906,-7.39690,29.77953,0.14005,-0.48374,1.68000,0.51803,1.58542,0.51803,n/a sl::Mat not initialised,[ 4.799913 -8.08128  29.439426],[ 4.79525  -7.88801  29.500809],[ 4.986299  -7.8732777 29.477797 ],[ 4.9985723 -7.6744347 29.630424 ],[ 5.0244923 -7.569783  29.846312 ],[ 4.6042004 -7.902744  29.523819 ],[ 4.5910296 -7.706369  29.679533 ],[ 4.575897  -7.5072346 29.81499  ],[ 4.898962  -7.4566064 29.818394 ],[ 4.9127855 -7.117535  30.080774 ],[ 4.925194 -6.816659 30.314667],[ 4.7054605 -7.4715023 29.841717 ],[ 4.70542   -7.1324654 30.104506 ],[ 4.7055583 -6.8318477 30.339056 ],[ 4.824973 -8.085814 29.38821 ],[ 4.7655377 -8.090011  29.394552 ],[ 4.867595 -8.007967 29.320194],[ 4.699194  -8.0198555 29.33816  ]
1301,0,11,86.04988,OK,MOVING,-3.38157,-3.80596,15.94076,-0.37914,0.03977,-0.20739,0.54854,1.49644,0.54854,n/a sl::Mat not initialised,[-3.4617655 -4.413823  15.955721 ],[-3.3171206 -4.295457  15.917282 ],[-3.2382061 -4.319356  16.083588 ],[-3.2003722 -4.080269  16.047955 ],[-3.2377553 -3.8480272 16.051739 ],[-3.396035  -4.2715583 15.750977 ],[-3.2130694 -4.1096826 15.764551 ],[-3.1352007 -3.8955603 15.823167 ],[-3.0674586 -3.833765  15.970518 ],[-3.005732  -3.4435048 15.873551 ],[-2.953925  -3.0957487 15.788935 ],[-3.1478057 -3.810473  15.80128  ],[-3.0335774 -3.4250243 15.738857 ],[-2.857012 -3.124144 15.643606],[-3.4377215 -4.4648027 15.970489 ],[-3.459362  -4.4573035 15.917007 ],[-3.3261395 -4.5035267 15.977929 ],[-3.3874552 -4.4822793 15.826391 ]
1301,1,10,10.49298,OK,MOVING,4.85578,-7.41997,29.85302,0.14006,-0.48376,1.67999,0.51827,1.57976,0.51826,n/a sl::Mat not initialised,[ 4.8048863 -8.092855  29.483353 ],[ 4.799752  -7.9039283 29.556253 ],[ 4.9888964 -7.8823667 29.522013 ],[ 5.0063443 -7.6924453 29.685966 ],[ 5.0439434 -7.600568  29.906485 ],[ 4.610608  -7.9254894 29.59049  ],[ 4.6017256 -7.738732  29.758713 ],[ 4.5923057 -7.5564203 29.91732  ],[ 4.9133506 -7.4887214 29.892546 ],[ 4.936678  -7.1643333 30.17441  ],[ 4.9575796 -6.876513  30.425545 ],[ 4.7220006 -7.510502  29.92719  ],[ 4.7303677 -7.1866207 30.210474 ],[ 4.7386875 -6.90151   30.465403 ],[ 4.8267465 -8.093759  29.430502 ],[ 4.767947 -8.099961 29.44026 ],[ 4.8630733 -8.010995  29.364668 ],[ 4.6964755 -8.02857   29.392317 ]
1302,0,11,85.99974,OK,MOVING,-3.37227,-3.79414,15.90072,-0.32909,0.05966,-0.26630,0.54734,1.49473,0.54734,n/a sl::Mat not initialised,[-3.4507847 -4.4168744 15.913893 ],[-3.3057294 -4.2971063 15.875973 ],[-3.2295277 -4.318434  16.043745 ],[-3.1932216 -4.079593  16.00598  ],[-3.2341173 -3.8480659 16.007101 ],[-3.3819313 -4.2757797 15.708201 ],[-3.2014465 -4.1112514 15.720253 ],[-3.1248593 -3.895714  15.77463  ],[-3.0583198 -3.8339753 15.926831 ],[-2.9972887 -3.4443157 15.827439 ],[-2.946155  -3.0970926 15.740615 ],[-3.1358938 -3.813318  15.755976 ],[-3.0259151 -3.427474  15.68914  ],[-2.8535914 -3.1246357 15.5926485],[-3.4264917 -4.4674582 15.929577 ],[-3.447346 -4.46072  15.875675],[-3.3146827 -4.505002  15.939203 ],[-3.3737698 -4.485912  15.786481 ]
1302,1,10,10.49298,OK,MOVING,4.86149,-7.44060,29.91814,0.14003,-0.48335,1.68011,0.51837,1.57465,0.51837,n/a sl::Mat not initialised,[ 4.8096104 -8.1067505 29.53433  ],[ 4.8045917 -7.920274  29.612904 ],[ 4.9925857 -7.8950725 29.573294 ],[ 5.0129642 -7.709788  29.742785 ],[ 5.056407 -7.623291 29.964857],[ 4.616599  -7.9454765 29.652514 ],[ 4.6101613 -7.7636847 29.82682  ],[ 4.6044497 -7.590225  29.995827 ],[ 4.9237323 -7.5134473 29.958195 ],[ 4.9524527 -7.1965404 30.249594 ],[ 4.97817   -6.9153757 30.509169 ],[ 4.733722  -7.5388827 29.998228 ],[ 4.746875  -7.2227535 30.29158  ],[ 4.759727 -6.945017 30.555761],[ 4.8298273 -8.105836  29.480827 ],[ 4.7714367 -8.113097  29.492203 ],[ 4.8630686 -8.020729  29.416363 ],[ 4.697629 -8.041299 29.448599]
1303,0,11,81.25930,OK,MOVING,-3.36205,-3.78620,15.86139,-0.29389,0.05931,-0.25849,0.54206,1.48863,0.54206,n/a sl::Mat not initialised,[-3.4402316 -4.4221277 15.873033 ],[-3.2953248 -4.3002663 15.835752 ],[-3.221953  -4.3188176 16.004961 ],[-3.1887078 -4.0800138 15.964997 ],[-3.23479   -3.8495855 15.96336  ],[-3.3686967 -4.281716  15.666542 ],[-3.190841 -4.114447 15.677393],[-3.1155188 -3.897611  15.727709 ],[-3.0521297 -3.8347502 15.884723 ],[-2.995034  -3.4451466 15.783074 ],[-2.9475458 -3.0979817 15.694225 ],[-3.1267836 -3.8169322 15.712267 ],[-3.0218341 -3.4302998 15.6423855],[-2.8543875 -3.1248329 15.545822 ],[-3.4155006 -4.472211  15.889604 ],[-3.4355512 -4.4662743 15.8352995],[-3.3033636 -4.508075  15.901441 ],[-3.3601732 -4.4912534 15.747576 ]
1303,1,10,10.49298,OK,MOVING,4.86658,-7.45968,29.97787,0.14003,-0.48331,1.68012,0.51840,1.57000,0.51840,n/a sl::Mat not initialised,[ 4.8142366 -8.121719  29.587788 ],[ 4.809345 -7.936441 29.669   ],[ 4.9968467 -7.909484  29.626947 ],[ 5.018638 -7.726345 29.79909 ],[ 5.0645843 -7.6412563 30.02156  ],[ 4.6218433 -7.963396  29.711052 ],[ 4.6166487 -7.783862  29.888218 ],[ 4.612702  -7.6140633 30.061417 ],[ 4.931211 -7.533515 30.01851 ],[ 4.962547  -7.2199736 30.31452  ],[ 4.9906025 -6.9418144 30.578192 ],[ 4.7418346 -7.5606976 30.060974 ],[ 4.757349  -7.2480507 30.35917  ],[ 4.7722425 -6.9731097 30.627254 ],[ 4.833682 -8.119953 29.53402 ],[ 4.775499 -8.127716 29.546127],[ 4.865511 -8.033774 29.470268],[ 4.7006607 -8.055769  29.504566 ]
1304,0,11,91.01221,OK,MOVING,-3.35141,-3.77870,15.82115,-0.26263,0.05656,-0.24318,0.53580,1.48239,0.53580,n/a sl::Mat not initialised,[-3.4318469 -4.428411  15.830763 ],[-3.2877812 -4.3041124 15.7940235],[-3.2172093 -4.3198557 15.964606 ],[-3.1881506 -4.0809793 15.922435 ],[-3.2405398 -3.8520281 15.918058 ],[-3.358353 -4.28837  15.623442],[-3.183229  -4.1183195 15.633404 ],[-3.1090658 -3.9003432 15.679967 ],[-3.0505016 -3.8354712 15.841609 ],[-2.9993954 -3.4453907 15.738736 ],[-2.9573112 -3.097851  15.648743 ],[-3.122203  -3.8205018 15.667654 ],[-3.0227976 -3.4326982 15.596339 ],[-2.8607862 -3.1239538 15.50104  ],[-3.406551  -4.4779177 15.848182 ],[-3.4258673 -4.472812  15.793522 ],[-3.294043 -4.511794 15.862056],[-3.3487725 -4.497327  15.707188 ]
1305,0,11,86.31252,OK,MOVING,-3.33902,-3.76969,15.77509,-0.23247,0.05487,-0.23154,0.53042,1.47646,0.53042,n/a sl::Mat not initialised,[-3.408126 -4.429494 15.77881 ],[-3.264296  -4.3028846 15.744808 ],[-3.198333 -4.316521 15.917202],[-3.1735673 -4.0775847 15.873909 ],[-3.2329054 -3.850615  15.867036 ],[-3.3302596 -4.289246  15.5724125],[-3.1496472 -4.125636  15.586176 ],[-3.066304  -3.9109664 15.631499 ],[-3.0328155 -3.8316166 15.794831 ],[-2.9890091 -3.440549  15.69241  ],[-2.95365   -3.0921803 15.602797 ],[-3.0999587 -3.8187928 15.618907 ],[-3.0077274 -3.4290693 15.548541 ],[-2.853697  -3.1150157 15.45751  ],[-3.3825724 -4.478515  15.797176 ],[-3.4004939 -4.473985  15.741988 ],[-3.2699976 -4.5106125 15.814251 ],[-3.320776  -4.4977784 15.657883 ]
1306,0,11,91.30279,OK,MOVING,-3.32813,-3.76205,15.73652,-0.20192,0.05666,-0.23210,0.52641,1.47266,0.52641,n/a sl::Mat not initialised,[-3.4012885 -4.4353266 15.733675 ],[-3.2587266 -4.3056545 15.702382 ],[-3.1973956 -4.317016  15.876604 ],[-3.1779935 -4.077865  15.832609 ],[-3.245205  -3.8533309 15.823515 ],[-3.3200574 -4.2942944 15.528162 ],[-3.138118  -4.1327415 15.545586 ],[-3.0512297 -3.919491  15.590205 ],[-3.0361452 -3.830501  15.7552395],[-3.0020564 -3.4381542 15.654125 ],[-2.97542   -3.0887625 15.565573 ],[-3.0984545 -3.8199577 15.577407 ],[-3.014857  -3.4279466 15.509134 ],[-2.8698864 -3.1082084 15.423251 ],[-3.375238  -4.4837093 15.752999 ],[-3.3917937 -4.4798436 15.697331 ],[-3.2625387 -4.513395  15.773209 ],[-3.3094475 -4.5024424 15.615482 ]
