Legende;Spiel;Martin Schlag;Petr Schlag;Error/Winner;"Game (Martin;Petr)";"Punkt (Martin;Petr)";Bemerkung;Frame;Objekt;Objekt ID;Objektlabel;Konfidenz;Trackingstatus;x;y;z;vx;xy;vz
;1;0;0;0;"99;99";"99;99";;593;0;3;Person;92.041;OK;-1.92421;0.217221;3.30662;-0.207231;-0.0496949;0.423934
;1;0;0;0;"99;99";"99;99";;593;1;1;Person;28.7842;OK;2.89148;-2.7077;24.706;0.165346;-0.11151;0.939477
;1;0;0;0;"99;99";"99;99";;594;0;3;Person;91.3574;OK;-1.9424;0.21466;3.3259;-0.239395;-0.051505;0.439804
;1;0;0;0;"99;99";"99;99";;594;1;1;Person;24.939;OK;2.88724;-2.70791;24.6963;0.0780044;-0.105067;0.886947
;1;0;0;0;"99;99";"99;99";;595;0;3;Person;91.2109;OK;-1.95995;0.211899;3.34494;-0.257941;-0.0529535;0.451951
;1;0;0;0;"99;99";"99;99";;595;1;1;Person;24.939;OK;2.88474;-2.71004;24.7127;0.0780042;-0.105179;0.886934
;1;0;0;0;"99;99";"99;99";;596;0;3;Person;91.3574;OK;-1.98126;0.208802;3.36707;-0.292684;-0.0561733;0.479764
;1;0;0;0;"99;99";"99;99";;596;1;1;Person;24.939;OK;2.88335;-2.71315;24.7377;0.0780043;-0.105191;0.886933
;1;0;0;0;"99;99";"99;99";;597;0;3;Person;90.5762;OK;-2.00419;0.205505;3.38993;-0.323764;-0.0585506;0.500709
;1;0;0;0;"99;99";"99;99";;597;1;1;Person;24.939;OK;2.88216;-2.71695;24.7657;0.0780045;-0.105116;0.886941
;1;0;0;0;"99;99";"99;99";;598;0;3;Person;90.918;OK;-2.02669;0.202147;3.41161;-0.348896;-0.0599743;0.512571
;1;0;0;0;"99;99";"99;99";;598;1;1;Person;24.939;OK;2.8811;-2.72122;24.7946;0.0780043;-0.105222;0.886929
;1;0;0;0;"99;99";"99;99";;599;0;3;Person;90.2344;OK;-2.04769;0.198802;3.43261;-0.367497;-0.0610998;0.522829
;1;0;0;0;"99;99";"99;99";;599;1;1;Person;24.939;OK;2.88031;-2.72582;24.8238;0.0780042;-0.105247;0.886926
;1;0;0;0;"99;99";"99;99";;600;0;3;Person;90.625;OK;-2.06845;0.195433;3.45436;-0.386185;-0.0627763;0.536797
;1;0;0;0;"99;99";"99;99";;600;1;1;Person;24.939;OK;2.8799;-2.73062;24.8531;0.0780039;-0.105336;0.886916
;1;0;0;0;"99;99";"99;99";;601;0;3;Person;91.0156;OK;-2.08771;0.192047;3.47585;-0.398301;-0.0638447;0.546962
;1;0;0;0;"99;99";"99;99";;601;1;1;Person;24.939;SEARCHING;2.87673;-2.7442;24.8679;0.0779837;-0.105299;0.886922
;1;0;0;0;"99;99";"99;99";;602;0;3;Person;90.4785;OK;-2.10505;0.18861;3.49756;-0.404542;-0.0652912;0.558411
;1;0;0;0;"99;99";"99;99";;602;1;1;Person;24.939;SEARCHING;2.87665;-2.74589;24.8677;0.0779803;-0.105483;0.8869
;1;0;0;0;"99;99";"99;99";;603;0;3;Person;89.7461;OK;-2.12056;0.185107;3.51869;-0.406145;-0.0661131;0.565061
;1;0;0;0;"99;99";"99;99";;603;1;1;Person;24.939;SEARCHING;2.87706;-2.74744;24.8675;0.0779965;-0.105432;0.886905
;1;0;0;0;"99;99";"99;99";;604;0;3;Person;88.7695;OK;-2.13386;0.181598;3.53811;-0.402175;-0.0660697;0.564385
;1;0;0;0;"99;99";"99;99";;604;1;1;Person;24.939;SEARCHING;2.87715;-2.74899;24.8673;0.078;-0.105452;0.886902
;1;0;0;0;"99;99";"99;99";;605;0;3;Person;88.5254;OK;-2.14591;0.177866;3.55896;-0.396632;-0.0672585;0.574211
;1;0;0;0;"99;99";"99;99";;605;1;1;Person;24.939;SEARCHING;2.87736;-2.75047;24.8671;0.0780082;-0.105414;0.886906
;1;0;0;0;"99;99";"99;99";;606;0;3;Person;89.502;OK;-2.15711;0.173949;3.58293;-0.38994;-0.0698446;0.595728
;1;0;0;0;"99;99";"99;99";;606;1;1;Person;24.939;SEARCHING;2.8772;-2.75197;24.867;0.0780018;-0.105479;0.886899
;1;0;0;0;"99;99";"99;99";;607;0;3;Person;89.6484;OK;-2.16827;0.169962;3.60914;-0.385364;-0.0727709;0.619636
;1;0;0;0;"99;99";"99;99";;607;1;1;Person;24.939;SEARCHING;2.8772;-2.7534;24.8668;0.0780018;-0.105587;0.886886
;1;0;0;0;"99;99";"99;99";;608;0;3;Person;89.7949;OK;-2.17935;0.165858;3.637;-0.380495;-0.0757896;0.64433
;1;0;0;0;"99;99";"99;99";;608;1;1;Person;21.5332;OK;2.84361;-2.74486;24.8791;-0.025205;-0.0743315;0.624783
;1;0;FT;0;"99;99";"99;99";;609;0;3;Person;90.4785;OK;-2.18907;0.161876;3.66194;-0.370906;-0.0763355;0.65038
;1;0;FT;0;"99;99";"99;99";;609;1;1;Person;21.5332;OK;2.84019;-2.74669;24.8911;-0.0252044;-0.074116;0.624809
;1;0;FT;0;"99;99";"99;99";;610;0;3;Person;90.2832;OK;-2.19712;0.157944;3.68397;-0.357175;-0.0760238;0.646946
;1;0;FT;0;"99;99";"99;99";;610;1;1;Person;21.5332;OK;2.8375;-2.74849;24.9082;-0.0252047;-0.0742359;0.624795
;1;0;FT;0;"99;99";"99;99";;611;0;3;Person;90.1367;OK;-2.2026;0.154105;3.70264;-0.33601;-0.07452;0.633212
;1;0;FT;0;"99;99";"99;99";;611;1;1;Person;21.7285;OK;2.78311;-2.74701;24.825;-0.153971;-0.0481582;0.407863
;1;0;FT;0;"99;99";"99;99";;612;0;3;Person;89.9414;OK;-2.20658;0.150254;3.72091;-0.315121;-0.0734939;0.625922
;1;0;FT;0;"99;99";"99;99";;612;1;1;Person;21.7285;OK;2.75701;-2.746;24.7989;-0.15397;-0.0480269;0.407879
;1;0;FT;0;"99;99";"99;99";;613;0;3;Person;89.7949;OK;-2.2095;0.146272;3.73901;-0.293974;-0.0728044;0.618825
;1;0;FT;0;"99;99";"99;99";;613;1;1;Person;26.5137;OK;2.74716;-2.74599;24.8008;-0.142746;-0.0539364;0.456942
;1;0;FT;0;"99;99";"99;99";;614;0;3;Person;90.0879;OK;-2.21222;0.142212;3.75699;-0.277196;-0.0720733;0.612391
;1;0;FT;0;"99;99";"99;99";;614;1;1;Person;24.4385;OK;2.72145;-2.74443;24.7702;-0.189329;-0.0406125;0.345673
;1;0;FT;0;"99;99";"99;99";;615;0;3;Person;90.2344;OK;-2.21452;0.138168;3.77672;-0.259149;-0.0724515;0.615217
;1;0;FT;0;"99;99";"99;99";;615;1;1;Person;31.665;OK;2.71747;-2.73579;24.6215;-0.141153;-0.0158119;0.135857
;1;0;FT;0;"99;99";"99;99";;616;0;3;Person;90.2832;OK;-2.21636;0.134512;3.79505;-0.241424;-0.0714716;0.606705
;1;0;FT;0;"99;99";"99;99";;616;1;1;Person;32.1777;OK;2.71679;-2.72229;24.4749;-0.00505435;-0.0138058;0.116406
;1;0;FT;0;"99;99";"99;99";;617;0;3;Person;92.0898;OK;-2.21747;0.131626;3.8103;-0.221807;-0.068956;0.585854
;1;0;FT;0;"99;99";"99;99";;617;1;1;Person;44.3604;OK;2.72006;-2.7118;24.4157;-0.00442257;-0.0120661;0.101863
;1;0;FT;0;"99;99";"99;99";;618;0;3;Person;91.6504;OK;-2.22076;0.129124;3.82754;-0.224632;-0.0685984;0.58279
;1;0;FT;0;"99;99";"99;99";;618;1;1;Person;45.8984;OK;2.72314;-2.70549;24.4138;-0.00337818;-0.009219;0.0777808
;1;0;FT;0;"99;99";"99;99";;619;0;3;Person;91.6992;OK;-2.22517;0.12705;3.84466;-0.222968;-0.0676755;0.575003
;1;0;FT;0;"99;99";"99;99";;619;1;1;Person;44.6533;OK;2.72551;-2.70356;24.4516;-0.00299366;-0.00816966;0.0689072
;1;0;FT;0;"99;99";"99;99";;620;0;3;Person;91.6992;OK;-2.22945;0.125427;3.86088;-0.215655;-0.0663344;0.564007
;1;0;FT;0;"99;99";"99;99";;620;1;1;Person;44.8486;OK;2.72802;-2.70241;24.4721;-0.00233399;-0.00636495;0.0537404
;1;0;FT;0;"99;99";"99;99";;621;0;3;Person;91.5039;OK;-2.23363;0.124108;3.87684;-0.208477;-0.0650677;0.554138
;1;0;FT;0;"99;99";"99;99";;621;1;1;Person;45.3369;OK;2.73186;-2.7027;24.4893;-0.00543253;-0.0147861;0.125021
;1;0;FT;0;"99;99";"99;99";;622;0;3;Person;91.2598;OK;-2.23746;0.123078;3.89225;-0.200145;-0.0638828;0.543596
;1;0;FT;0;"99;99";"99;99";;622;1;1;Person;37.3779;OK;2.73409;-2.70216;24.4963;-0.00257419;-0.0070123;0.0592385
;1;0;0;0;"99;99";"99;99";;623;0;3;Person;90.9668;OK;-2.24068;0.122165;3.90921;-0.189055;-0.0638791;0.543167
;1;0;0;0;"99;99";"99;99";;623;1;1;Person;31.3232;OK;2.73695;-2.70143;24.4923;-0.00134652;-0.00367039;0.0309826
;1;0;0;0;"99;99";"99;99";;624;0;3;Person;91.6016;OK;-2.24261;0.121422;3.92483;-0.172041;-0.0627377;0.532364
;1;0;0;0;"99;99";"99;99";;624;1;1;Person;38.4033;OK;2.73943;-2.69989;24.4645;-0.00136697;-0.00373205;0.0314762
;1;0;0;0;"99;99";"99;99";;625;0;3;Person;91.2598;OK;-2.2437;0.120739;3.94115;-0.155392;-0.0625375;0.530017
;1;0;0;0;"99;99";"99;99";;625;1;1;Person;31.665;OK;2.74092;-2.69667;24.4177;-0.00437513;-0.0119471;0.100771
;1;0;0;0;"99;99";"99;99";;626;0;3;Person;91.0156;OK;-2.24512;0.120109;3.95697;-0.149539;-0.061608;0.522453
;1;0;0;0;"99;99";"99;99";;626;1;1;Person;27.124;OK;2.74761;-2.69613;24.4313;-0.00156998;-0.00428568;0.0361559
;1;0;0;0;"99;99";"99;99";;627;0;3;Person;90.4785;OK;-2.24816;0.119444;3.97563;-0.155508;-0.0627644;0.532071
;1;0;0;0;"99;99";"99;99";;627;1;1;Person;33.2031;OK;2.75335;-2.69528;24.4365;-0.00197717;-0.00539849;0.0455161
;1;0;0;0;"99;99";"99;99";;628;0;3;Person;88.916;OK;-2.25007;0.118724;3.99688;-0.140267;-0.0646667;0.547541
;1;0;0;0;"99;99";"99;99";;628;1;1;Person;31.3232;OK;2.75686;-2.69483;24.4427;-0.00129132;-0.00352887;0.0297375
;1;0;0;0;"99;99";"99;99";;629;0;3;Person;87.9395;OK;-2.25145;0.117955;4.01736;-0.128542;-0.0653065;0.551945
;1;0;0;0;"99;99";"99;99";;629;1;1;Person;29.6631;OK;2.75774;-2.69372;24.4371;-0.00195388;-0.00534448;0.0449767
;1;0;0;0;"99;99";"99;99";;630;0;3;Person;86.9141;OK;-2.25251;0.117274;4.03345;-0.118971;-0.0632779;0.534957
;1;0;0;0;"99;99";"99;99";;630;1;1;Person;29.9072;OK;2.75794;-2.69251;24.4332;-0.00188167;-0.00514489;0.0433212
;1;0;0;0;"99;99";"99;99";;631;0;3;Person;86.3281;OK;-2.25519;0.116575;4.04814;-0.128407;-0.0614435;0.521124
;1;0;0;0;"99;99";"99;99";;631;1;1;Person;36.377;OK;2.75743;-2.69061;24.4164;-0.00369299;-0.0100675;0.0850237
;1;0;0;0;"99;99";"99;99";;632;0;3;Person;87.8906;OK;-2.25696;0.115873;4.0609;-0.117224;-0.0592848;0.502841
;1;0;0;0;"99;99";"99;99";;632;1;1;Person;31.1523;OK;2.75204;-2.68485;24.3326;-0.0103401;-0.0281724;0.238013
;1;0;0;0;"99;99";"99;99";;633;0;3;Person;89.0625;OK;-2.25974;0.11522;4.07054;-0.122286;-0.0558338;0.472238
;1;0;0;0;"99;99";"99;99";;633;1;1;Person;26.1963;OK;2.75164;-2.67822;24.2603;-0.0135861;-0.0371394;0.312782
;1;0;0;0;"99;99";"99;99";;634;0;3;Person;89.3066;OK;-2.26377;0.114496;4.07952;-0.129526;-0.0530325;0.449454
;1;0;0;0;"99;99";"99;99";;634;1;1;Person;22.0703;OK;2.75103;-2.66871;24.1597;0.00909285;0.0531075;-0.447607
;1;0;0;0;"99;99";"99;99";;635;0;3;Person;90.0879;OK;-2.26972;0.113561;4.09171;-0.141233;-0.0532838;0.450426
;1;0;0;0;"99;99";"99;99";;635;1;1;Person;25.9033;OK;2.74116;-2.65882;24.0794;-0.0548596;0.0629588;-0.527624
;1;0;0;0;"99;99";"99;99";;636;0;3;Person;90.4785;OK;-2.27706;0.11241;4.10513;-0.151407;-0.0529759;0.448421
;1;0;0;0;"99;99";"99;99";;636;1;1;Person;25.0977;OK;2.73224;-2.6482;23.9954;-0.0580431;0.0742826;-0.623729
;1;0;0;0;"99;99";"99;99";;637;0;3;Person;90.5762;OK;-2.28461;0.110972;4.12078;-0.156177;-0.0539399;0.45599
;1;0;0;0;"99;99";"99;99";;637;1;1;Person;28.2959;OK;2.72475;-2.63998;23.9517;-0.0636386;0.0765917;-0.642195
;1;0;0;0;"99;99";"99;99";;638;0;3;Person;90.1367;OK;-2.29187;0.10935;4.13709;-0.158839;-0.0544162;0.460872
;1;0;0;0;"99;99";"99;99";;638;1;1;Person;26.8066;OK;2.72237;-2.6357;23.9549;-0.0465311;0.0695988;-0.584646
;1;0;0;0;"99;99";"99;99";;639;0;3;Person;90.0879;OK;-2.29919;0.107501;4.1557;-0.162249;-0.0560782;0.475289
;1;0;0;0;"99;99";"99;99";;639;1;1;Person;28.9307;OK;2.72233;-2.62837;23.8777;-0.013218;0.0844188;-0.710639
;1;0;0;0;"99;99";"99;99";;640;0;3;Person;90.918;OK;-2.30623;0.105349;4.17791;-0.163525;-0.0593435;0.501929
;1;0;0;0;"99;99";"99;99";;640;1;1;Person;25.9033;OK;2.72089;-2.61973;23.7913;-0.0221481;0.0958323;-0.805216
;1;0;0;0;"99;99";"99;99";;641;0;3;Person;88.1348;OK;-2.31375;0.102695;4.20746;-0.167552;-0.0653677;0.553133
;1;0;0;0;"99;99";"99;99";;641;1;1;Person;25.9033;OK;2.72038;-2.61371;23.7613;-0.0150325;0.0937419;-0.788459
;1;0;0;0;"99;99";"99;99";;642;0;3;Person;88.3789;OK;-2.32021;0.0998292;4.23577;-0.164418;-0.0683711;0.578561
;1;0;0;0;"99;99";"99;99";;642;1;1;Person;23.5107;OK;2.71783;-2.60828;23.7276;-0.0359244;0.0952857;-0.800921
;1;0;0;0;"99;99";"99;99";;643;0;3;Person;89.502;OK;-2.32592;0.0970213;4.26117;-0.161732;-0.0697906;0.590907
;1;0;0;0;"99;99";"99;99";;643;1;1;Person;24.585;OK;2.70814;-2.60497;23.7239;-0.089517;0.0891434;-0.748679
;1;0;0;0;"99;99";"99;99";;644;0;3;Person;87.6953;OK;-2.33204;0.0943882;4.28609;-0.16446;-0.0714988;0.60481
;1;0;0;0;"99;99";"99;99";;644;1;1;Person;24.2188;OK;2.69367;-2.6021;23.7138;-0.128242;0.0869537;-0.728853
;1;0;0;0;"99;99";"99;99";;645;0;3;Person;88.7695;OK;-2.33748;0.0920956;4.30967;-0.161551;-0.0722753;0.612251
;1;0;0;0;"99;99";"99;99";;645;1;1;Person;20.752;OK;2.67309;-2.60065;23.7218;-0.180865;0.0790768;-0.66241
;1;0;0;0;"99;99";"99;99";;646;0;3;Person;89.1602;OK;-2.34333;0.0902208;4.33085;-0.16434;-0.0718295;0.609017
;1;0;0;0;"99;99";"99;99";;646;1;1;Person;22.9492;OK;2.65718;-2.59946;23.7251;-0.193335;0.0747609;-0.626649
;1;0;0;0;"99;99";"99;99";;647;0;3;Person;86.377;OK;-2.3493;0.0886779;4.35202;-0.16588;-0.0720573;0.61088
;1;0;0;0;"99;99";"99;99";;647;1;1;Person;25.3174;OK;2.65038;-2.59714;23.7014;-0.167063;0.0785059;-0.659027
;1;0;0;0;"99;99";"99;99";;648;0;3;Person;87.4512;OK;-2.35421;0.087401;4.37277;-0.160383;-0.0720884;0.611039
;1;0;0;0;"99;99";"99;99";;648;1;1;Person;24.3652;OK;2.64385;-2.59301;23.6492;-0.164341;0.086001;-0.722339
;1;0;0;0;"99;99";"99;99";;649;0;3;Person;85.3516;OK;-2.35735;0.0863234;4.39384;-0.147252;-0.072375;0.613327
;1;0;0;0;"99;99";"99;99";;649;1;1;Person;24.939;OK;2.64064;-2.58683;23.579;-0.141215;0.094919;-0.797769
;1;0;0;0;"99;99";"99;99";;650;0;3;Person;85.5469;OK;-2.35856;0.0852857;4.41625;-0.126975;-0.0734419;0.622201
;1;0;0;0;"99;99";"99;99";;650;1;1;Person;27.9053;OK;2.63854;-2.5813;23.5363;-0.130018;0.0958551;-0.806756
;1;0;0;0;"99;99";"99;99";;651;0;3;Person;82.2266;OK;-2.35878;0.084238;4.43865;-0.108458;-0.0740089;0.627198
;1;0;0;0;"99;99";"99;99";;651;1;1;Person;27.1973;OK;2.63042;-2.57614;23.4999;-0.16274;0.0969367;-0.815958
;1;0;0;0;"99;99";"99;99";;652;0;3;Person;84.1309;OK;-2.35857;0.0831264;4.46125;-0.0927137;-0.0747139;0.632537
;1;0;0;0;"99;99";"99;99";;652;1;1;Person;23.0957;OK;2.62519;-2.57226;23.4843;-0.154813;0.0935134;-0.786523
;1;BS;0;0;"99;99";"99;99";;653;0;3;Person;87.207;OK;-2.35828;0.081822;4.48464;-0.0819217;-0.075865;0.641355
;1;BS;0;0;"99;99";"99;99";;653;1;1;Person;20.4346;OK;2.62032;-2.56773;23.444;-0.150405;0.0980253;-0.823925
;1;BS;0;0;"99;99";"99;99";;654;0;3;Person;82.3242;OK;-2.35788;0.080011;4.51191;-0.067055;-0.0789058;0.666325
;1;BS;0;0;"99;99";"99;99";;654;1;1;Person;20.4346;OK;2.61548;-2.56365;23.4128;-0.150404;0.0981293;-0.823913
;1;BS;0;0;"99;99";"99;99";;655;0;3;Person;87.1094;OK;-2.35641;0.0778918;4.53647;-0.0440373;-0.0792169;0.669215
;1;BS;0;0;"99;99";"99;99";;655;1;1;Person;20.4346;OK;2.61065;-2.55985;23.3843;-0.150405;0.0980223;-0.823926
;1;BS;0;0;"99;99";"99;99";;656;0;3;Person;84.8145;OK;-2.35277;0.075436;4.5567;-0.0181348;-0.0776159;0.656608
;1;BS;0;0;"99;99";"99;99";;656;1;1;Person;21.4722;OK;2.61183;-2.55544;23.3509;-0.0898647;0.0994847;-0.83907
;1;BS;0;0;"99;99";"99;99";;657;0;3;Person;86.6699;OK;-2.34977;0.0719645;4.58863;-0.0123234;-0.0838282;0.708125
;1;BS;0;0;"99;99";"99;99";;657;1;1;Person;21.4722;OK;2.6125;-2.55154;23.3213;-0.0898643;0.0996025;-0.839056
;1;BS;0;0;"99;99";"99;99";;658;0;3;Person;87.3535;OK;-2.34765;0.0678649;4.61781;-0.0118641;-0.0853482;0.720938
;1;BS;0;0;"99;99";"99;99";;658;1;1;Person;21.4722;OK;2.61263;-2.54783;23.293;-0.0898644;0.0995858;-0.839058
;1;BS;0;0;"99;99";"99;99";;659;0;3;Person;88.0371;OK;-2.34551;0.0632611;4.64389;-0.00586728;-0.0855954;0.722556
;1;BS;0;0;"99;99";"99;99";;659;1;1;Person;21.4722;OK;2.61223;-2.54427;23.265;-0.0898643;0.099642;-0.839051
;1;BS;0;0;"99;99";"99;99";;660;0;3;Person;86.8164;OK;-2.34313;0.0587117;4.66154;0.000734915;-0.0816719;0.688964
;1;BS;0;0;"99;99";"99;99";;660;1;1;Person;21.4722;OK;2.61136;-2.5408;23.2371;-0.0898642;0.0996841;-0.839046
;1;BS;0;0;"99;99";"99;99";;661;0;3;Person;87.6953;OK;-2.3407;0.0541229;4.67791;0.00600473;-0.0790624;0.667893
;1;BS;0;0;"99;99";"99;99";;661;1;1;Person;21.4722;OK;2.61007;-2.53739;23.2092;-0.0898646;0.0995196;-0.839066
;1;BS;0;0;"99;99";"99;99";;662;0;3;Person;90.0391;OK;-2.33759;0.049883;4.68945;0.015621;-0.0741899;0.625926
;1;BS;0;0;"99;99";"99;99";;662;1;1;Person;21.4722;OK;2.60842;-2.53403;23.1813;-0.0898643;0.0996161;-0.839054
;1;BS;0;0;"99;99";"99;99";;663;0;3;Person;89.5996;OK;-2.33399;0.0461854;4.69813;0.0239083;-0.0691597;0.582758
;1;BS;0;0;"99;99";"99;99";;663;1;1;Person;21.4722;SEARCHING;2.60217;-2.52288;23.1668;-0.0899002;0.0996862;-0.839042
;1;0;0;0;"99;99";"99;99";;664;0;3;Person;89.0137;OK;-2.33137;0.0428894;4.70539;0.0209445;-0.0642813;0.541808
;1;0;0;0;"99;99";"99;99";;664;1;1;Person;21.4722;SEARCHING;2.60241;-2.52281;23.1668;-0.0899097;0.0996562;-0.839045
;1;0;0;0;"99;99";"99;99";;665;0;3;Person;89.5996;OK;-2.32877;0.0396778;4.71635;0.0249163;-0.0629354;0.53082
;1;0;0;0;"99;99";"99;99";;665;1;1;Person;21.4722;SEARCHING;2.60226;-2.5228;23.1668;-0.0899037;0.0995799;-0.839054
;1;0;0;0;"99;99";"99;99";;666;0;3;Person;89.8926;OK;-2.32639;0.0368541;4.72702;0.0266432;-0.0604195;0.509172
;1;0;0;0;"99;99";"99;99";;666;1;1;Person;21.4722;SEARCHING;2.60238;-2.52276;23.1668;-0.0899084;0.0996511;-0.839045
;1;0;0;0;"99;99";"99;99";;667;0;3;Person;88.5254;OK;-2.32574;0.0345813;4.73167;0.00917378;-0.0536565;0.451929
;1;0;0;0;"99;99";"99;99";;667;1;1;Person;21.4722;SEARCHING;2.60201;-2.52278;23.1669;-0.0898937;0.0997684;-0.839033
;1;0;0;0;"99;99";"99;99";;668;0;3;Person;87.793;OK;-2.3257;0.0329746;4.73039;-0.00482611;-0.0443247;0.373462
;1;0;0;0;"99;99";"99;99";;668;1;1;Person;21.4722;SEARCHING;2.60235;-2.52271;23.1669;-0.089907;0.0997788;-0.83903
;1;0;0;0;"99;99";"99;99";;669;0;3;Person;87.6953;OK;-2.32652;0.031603;4.72831;-0.0232147;-0.037787;0.3183
;1;0;0;0;"99;99";"99;99";;669;1;1;Person;23.584;OK;2.59402;-2.53422;23.2411;-0.0991749;0.0561512;-0.470846
;1;0;0;0;"99;99";"99;99";;670;0;3;Person;85.5957;OK;-2.32922;0.0303705;4.7262;-0.0445368;-0.032218;0.272007
;1;0;0;0;"99;99";"99;99";;670;1;1;Person;26.1963;OK;2.60332;-2.53834;23.3604;-0.0360792;0.0319233;-0.268129
;1;0;0;0;"99;99";"99;99";;671;0;3;Person;80.6641;OK;-2.33566;0.0295049;4.72356;-0.0757538;-0.0244884;0.2073
;1;0;0;0;"99;99";"99;99";;671;1;1;Person;30.7373;OK;2.61014;-2.5527;23.6007;-0.0448019;-0.00144208;0.0128836
;1;0;0;0;"99;99";"99;99";;672;0;3;Person;87.2559;OK;-2.34458;0.028917;4.72102;-0.099606;-0.0170463;0.145101
;1;0;0;0;"99;99";"99;99";;672;1;1;Person;38.3057;OK;2.62466;-2.57193;23.7834;-0.0228915;0.0232145;-0.19494
;1;0;0;0;"99;99";"99;99";;673;0;3;Person;88.8184;OK;-2.35634;0.0285249;4.71441;-0.00293613;-0.0184147;0.154923
;1;0;0;0;"99;99";"99;99";;673;1;1;Person;33.8867;OK;2.64913;-2.59119;23.9282;-0.040102;0.0406924;-0.34154
;1;0;0;0;"99;99";"99;99";;674;0;3;Person;89.209;OK;-2.36971;0.0283825;4.69915;-0.00287384;-0.0180161;0.151508
;1;0;0;0;"99;99";"99;99";;674;1;1;Person;36.0352;OK;2.66503;-2.61092;24.073;0.0266825;-0.0591131;0.496418
;1;0;0;0;"99;99";"99;99";;675;0;3;Person;87.793;OK;-2.38424;0.0283743;4.67875;-0.00348981;-0.0218707;0.183917
;1;0;0;0;"99;99";"99;99";;675;1;1;Person;36.9385;OK;2.67538;-2.62497;24.1478;0.0285452;-0.0657611;0.552233
;1;0;0;0;"99;99";"99;99";;676;0;3;Person;87.6953;OK;-2.39839;0.0284317;4.65795;-0.00416898;-0.0261422;0.219603
;1;0;0;0;"99;99";"99;99";;676;1;1;Person;39.6973;OK;2.67978;-2.63681;24.2172;0.0152989;-0.0730768;0.613315
;1;0;0;0;"99;99";"99;99";;677;0;3;Person;90.4297;OK;-2.41209;0.02858;4.63623;-0.0049348;-0.0309242;0.259914
;1;0;0;0;"99;99";"99;99";;677;1;1;Person;34.082;OK;2.67728;-2.63566;24.0995;-0.0271668;-0.0454341;0.382256
;1;0;0;0;"99;99";"99;99";;678;0;3;Person;90.1367;OK;-2.42564;0.0288179;4.61405;-0.00573259;-0.0359096;0.30201
;1;0;0;0;"99;99";"99;99";;678;1;1;Person;22.8882;OK;2.65635;-2.63304;24.0238;-0.108917;-0.0303066;0.256952
;1;0;0;0;"99;99";"99;99";;679;0;3;Person;89.0137;OK;-2.43695;0.0291187;4.59232;-0.229864;0.0295241;-0.243311
;1;0;0;0;"99;99";"99;99";;679;1;1;Person;23.6572;OK;2.62063;-2.63091;24.01;-0.173922;-0.0168347;0.14494
;1;0;0;0;"99;99";"99;99";;680;0;3;Person;88.7695;OK;-2.44676;0.0296161;4.56622;-0.23295;0.0367605;-0.304198
;1;0;0;0;"99;99";"99;99";;680;1;1;Person;37.8418;OK;2.58568;-2.62679;23.8709;-0.207824;0.000900181;-0.00329153
;1;0;0;0;"99;99";"99;99";;681;0;3;Person;89.0137;OK;-2.45521;0.0302549;4.54021;-0.232808;0.0421108;-0.349325
;1;0;0;0;"99;99";"99;99";;681;1;1;Person;40.0635;OK;2.55036;-2.62217;23.7827;-0.259767;0.0066307;-0.0506034
;1;0;0;0;"99;99";"99;99";;682;0;3;Person;88.8184;OK;-2.46304;0.0310843;4.5131;-0.233157;0.0477172;-0.396157
;1;0;0;0;"99;99";"99;99";;682;1;1;Person;40.8203;OK;2.51469;-2.60911;23.6;-0.292184;0.0344592;-0.283605
;1;0;0;0;"99;99";"99;99";;683;0;3;Person;88.6719;OK;-2.47024;0.0321778;4.48423;-0.232037;0.0534783;-0.445242
;1;0;0;0;"99;99";"99;99";;683;1;1;Person;39.8926;OK;2.48524;-2.60024;23.5517;-0.327955;0.034209;-0.281187
;1;0;0;0;"99;99";"99;99";;684;0;3;Person;87.4512;OK;-2.47627;0.0336991;4.45363;-0.226746;0.0593091;-0.495233
;1;0;0;0;"99;99";"99;99";;684;1;1;Person;39.9902;OK;2.46029;-2.59399;23.5312;-0.354675;0.034371;-0.282785
;1;0;0;0;"99;99";"99;99";;685;0;3;Person;86.9141;OK;-2.48127;0.035621;4.42425;-0.218848;0.0635105;-0.530967
;1;0;0;0;"99;99";"99;99";;685;1;1;Person;40.1611;OK;2.46258;-2.58984;23.5305;-0.268701;0.0319724;-0.264239
;1;0;0;0;"99;99";"99;99";;686;0;3;Person;87.2559;OK;-2.48444;0.038154;4.39433;-0.203718;0.0679767;-0.568471
;1;0;0;0;"99;99";"99;99";;686;1;1;Person;23.3032;OK;2.46085;-2.58781;23.5497;-0.268003;0.0246982;-0.202607
;1;0;0;0;"99;99";"99;99";;687;0;3;Person;87.5488;OK;-2.4853;0.0413445;4.36324;-0.179377;0.0724444;-0.606868
;1;0;0;0;"99;99";"99;99";;687;1;1;Person;27.0508;OK;2.4602;-2.58719;23.5711;-0.252327;0.0142835;-0.115442
;1;0;0;0;"99;99";"99;99";;688;0;3;Person;87.9395;OK;-2.48472;0.0451611;4.33005;-0.152777;0.0773446;-0.648627
;1;0;0;0;"99;99";"99;99";;688;1;1;Person;24.7314;OK;2.46277;-2.58779;23.6352;-0.221645;-0.00242877;0.0245885
;1;0;0;0;"99;99";"99;99";;689;0;3;Person;88.1348;OK;-2.48364;0.0498458;4.29361;-0.127177;0.0831231;-0.69841
