Legende;Spiel;Martin Schlag;Petr Schlag;Error/Winner;"Game (Martin;Petr)";"Punkt (Martin;Petr)";Bemerkung;Frame;Objekt;Objekt ID;Objektlabel;Konfidenz;Trackingstatus;x;y;z;vx;xy;vz
;1;0;FT;0;"99;99";"99;99";;1067;0;1;Person;46.6797;OK;3.05997;-2.7283;24.8521;0.561566;-0.0247471;0.198224
;1;0;FT;0;"99;99";"99;99";;1068;0;10;Person;32.5928;OFF;-7.74175;1.02644;9.66985;-2.2909e-08;1.0822e-06;-1.05489e-07
;1;0;FT;0;"99;99";"99;99";;1068;1;1;Person;49.0234;OK;3.0824;-2.73115;24.8994;0.547669;-0.0315053;0.255694
;1;0;FT;0;"99;99";"99;99";;1069;0;11;Person;60.7422;OFF;-3.32702;0.372799;4.06543;-1.19984e-08;4.46965e-07;-3.37643e-08
;1;0;FT;0;"99;99";"99;99";;1069;1;1;Person;48.4375;OK;3.10294;-2.73276;24.9135;0.552697;-0.029353;0.237546
;1;0;FT;0;"99;99";"99;99";;1070;0;11;Person;78.4668;OFF;-3.26555;0.373134;4.04925;3.40775;-0.0081107;-3.9575e-08
;1;0;FT;0;"99;99";"99;99";;1070;1;1;Person;37.5732;OK;3.1193;-2.73498;24.9387;0.538836;-0.0334677;0.272252
;1;0;0;0;"99;99";"99;99";;1071;0;11;Person;83.2031;OFF;-3.10403;0.378387;3.89323;4.13311;0.416733;-3.61142
;1;0;0;0;"99;99";"99;99";;1071;1;1;Person;37.0117;OK;3.14545;-2.73788;24.9717;0.568766;-0.0378532;0.308916
;1;0;0;0;"99;99";"99;99";;1072;0;11;Person;87.0117;OK;-2.99682;0.383878;3.78517;3.53281;0.36815;-3.18244
;1;0;0;0;"99;99";"99;99";;1072;1;1;Person;31.0791;OK;3.17234;-2.73911;24.9654;0.595419;-0.0304177;0.245092
;1;0;0;0;"99;99";"99;99";;1073;0;11;Person;89.0137;OK;-2.93235;0.387185;3.73878;2.95136;0.287262;-2.48385
;1;0;0;0;"99;99";"99;99";;1073;1;1;Person;40.918;OK;3.19059;-2.74036;24.9761;0.576791;-0.033506;0.272711
;1;0;0;0;"99;99";"99;99";;1074;0;11;Person;90.0879;OK;-2.8852;0.388192;3.71102;2.53952;0.234441;-2.028
;1;0;0;0;"99;99";"99;99";;1074;1;1;Person;40.6494;OK;3.20073;-2.73991;24.968;0.553784;-0.0197566;0.156729
;1;0;0;0;"99;99";"99;99";Martin teilweise ausser Bild;1075;0;11;Person;92.2363;OK;-2.86001;0.388169;3.69865;2.13545;0.190324;-1.6463
;1;0;0;0;"99;99";"99;99";;1075;1;1;Person;42.4316;OK;3.21446;-2.73908;24.958;0.552546;-0.0161783;0.127642
;1;0;0;0;"99;99";"99;99";;1076;0;11;Person;92.5293;OK;-2.85594;0.387229;3.69911;1.73376;0.150741;-1.30422
;1;0;0;0;"99;99";"99;99";;1076;1;1;Person;45.6055;OK;3.22723;-2.73858;24.9512;0.535279;-0.0190103;0.151584
;1;0;0;0;"99;99";"99;99";;1077;0;11;Person;92.3828;OK;-2.85379;0.384869;3.70274;1.46045;0.121709;-1.05424
;1;0;0;0;"99;99";"99;99";;1077;1;1;Person;51.7578;OK;3.2443;-2.73832;24.9465;0.54031;-0.0202576;0.161883
;1;0;0;0;"99;99";"99;99";;1078;0;11;Person;92.6758;OK;-2.84286;0.381293;3.70498;1.31404;0.101565;-0.881888
;1;0;0;0;"99;99";"99;99";;1078;1;1;Person;50.4883;OK;3.24749;-2.73887;24.9713;0.467928;-0.0309486;0.253085
;1;0;0;0;"99;99";"99;99";;1079;0;11;Person;92.6758;OK;-2.83518;0.376728;3.7062;1.16236;0.0864723;-0.750173
;1;0;0;0;"99;99";"99;99";;1079;1;1;Person;49.2188;OK;3.25723;-2.74002;24.9987;0.467179;-0.034123;0.279606
;1;0;0;0;"99;99";"99;99";;1080;0;11;Person;92.8223;OK;-2.81774;0.372137;3.69863;1.10276;0.0819957;-0.709011
;1;0;0;0;"99;99";"99;99";;1080;1;1;Person;52.5391;OK;3.26069;-2.74066;25.0075;0.42496;-0.0316518;0.260266
;1;0;0;0;"99;99";"99;99";;1081;0;11;Person;92.334;OK;-2.79896;0.367863;3.68919;1.04233;0.076213;-0.65933
;1;0;0;0;"99;99";"99;99";;1081;1;1;Person;53.9062;OK;3.26526;-2.74062;25.0006;0.412345;-0.0233109;0.190429
;1;0;0;0;"99;99";"99;99";;1082;0;11;Person;92.1875;OK;-2.78196;0.36353;3.6801;0.981312;0.0705682;-0.609398
;1;0;0;0;"99;99";"99;99";;1082;1;1;Person;57.0801;OK;3.28676;-2.74078;25.0011;0.466236;-0.0260661;0.212612
;1;0;0;0;"99;99";"99;99";;1083;0;11;Person;92.2363;OK;-2.7697;0.358682;3.67889;0.912428;0.059197;-0.513985
;1;0;0;0;"99;99";"99;99";;1083;1;1;Person;56.2012;OK;3.2884;-2.73625;24.89;0.411938;0.00602379;-0.057314
;1;0;0;0;"99;99";"99;99";;1084;0;11;Person;91.8945;OK;-2.75634;0.354119;3.676;0.865605;0.0542413;-0.472702
;1;0;0;0;"99;99";"99;99";;1084;1;10;Person;32.5928;TERMINATE;-7.74191;1.02644;9.6701;-9.01196e-09;1.09622e-06;-1.08971e-07
;1;0;0;0;"99;99";"99;99";;1084;2;1;Person;57.0801;OK;3.28501;-2.72621;24.738;0.361938;0.0292492;-0.25311
;1;0;0;0;"99;99";"99;99";;1085;0;11;Person;91.4551;OK;-2.74429;0.3497;3.67492;0.817834;0.047451;-0.414381
;1;0;0;0;"99;99";"99;99";;1085;1;1;Person;47.3633;OK;3.28202;-2.7148;24.6168;0.333638;0.0455552;-0.390223
;1;0;0;0;"99;99";"99;99";;1086;0;11;Person;91.3574;OK;-2.7299;0.345591;3.67369;0.788366;0.0426384;-0.373071
;1;0;0;0;"99;99";"99;99";;1086;1;1;Person;46.3867;OK;3.2794;-2.70488;24.5547;0.294455;0.0511116;-0.436048
;1;0;0;0;"99;99";"99;99";;1086;2;12;Sport;22.2656;OFF;;;;nan;nan;nan
;1;0;0;0;"99;99";"99;99";Martin ganz im Bild;1087;0;11;Person;92.0898;OK;-2.70959;0.342131;3.6692;0.782129;0.041432;-0.364397
;1;0;0;0;"99;99";"99;99";;1087;1;1;Person;40.7227;OK;3.27635;-2.69344;24.4687;0.247998;0.0639765;-0.545095
;1;0;0;0;"99;99";"99;99";;1088;0;11;Person;91.6504;OK;-2.68865;0.339202;3.66309;0.768887;0.0399876;-0.351834
;1;0;0;0;"99;99";"99;99";;1088;1;1;Person;49.2188;OK;3.27477;-2.68725;24.4708;0.235259;0.0563727;-0.480537
;1;0;0;0;"99;99";"99;99";;1089;0;11;Person;91.4551;OK;-2.66821;0.336647;3.6558;0.753729;0.0388624;-0.341316
;1;0;0;0;"99;99";"99;99";;1089;1;1;Person;50.9766;OK;3.27312;-2.68373;24.4791;0.204394;0.0514695;-0.438392
;1;0;0;0;"99;99";"99;99";;1090;0;11;Person;91.748;OK;-2.64537;0.334404;3.64784;0.750615;0.0376973;-0.331252
;1;0;0;0;"99;99";"99;99";;1090;1;1;Person;42.334;OK;3.27113;-2.67923;24.4512;0.186637;0.0563968;-0.479957
;1;0;0;0;"99;99";"99;99";;1091;0;11;Person;92.2363;OK;-2.62219;0.332389;3.63978;0.744993;0.036471;-0.319813
;1;0;0;0;"99;99";"99;99";;1091;1;1;Person;36.2061;OK;3.26998;-2.6749;24.421;0.182952;0.0591406;-0.502565
;1;0;0;0;"99;99";"99;99";;1092;0;11;Person;92.1875;OK;-2.59698;0.3305;3.63217;0.747447;0.0348635;-0.305842
;1;0;0;0;"99;99";"99;99";;1092;1;1;Person;33.5449;OK;3.26884;-2.67271;24.4297;0.157115;0.0514765;-0.436319
;1;0;0;0;"99;99";"99;99";;1093;0;11;Person;92.0898;OK;-2.57848;0.32914;3.61783;0.720307;0.0391665;-0.341179
;1;0;0;0;"99;99";"99;99";;1093;1;1;Person;26.4404;OK;3.26787;-2.67066;24.4014;0.154421;0.0573543;-0.485974
;1;0;0;0;"99;99";"99;99";;1094;0;11;Person;91.9434;OK;-2.56389;0.327926;3.60345;0.691357;0.0399765;-0.347571
;1;0;0;0;"99;99";"99;99";;1094;1;1;Person;24.939;OK;3.25542;-2.67001;24.3822;0.0616277;0.0565767;-0.477798
;1;0;0;0;"99;99";"99;99";;1095;0;11;Person;90.9668;OK;-2.54864;0.326545;3.594;0.67507;0.0371135;-0.322378
;1;0;0;0;"99;99";"99;99";;1095;1;1;Person;26.4404;OK;3.25547;-2.67103;24.4024;0.114672;0.0349154;-0.295229
;1;0;0;0;"99;99";"99;99";;1096;0;11;Person;89.209;OK;-2.5276;0.324593;3.59191;0.683101;0.0297759;-0.260087
;1;0;0;0;"99;99";"99;99";;1096;1;1;Person;32.0801;OK;3.25349;-2.67343;24.4445;0.0618636;0.0238713;-0.201643
;1;0;0;0;"99;99";"99;99";;1097;0;11;Person;88.8184;OK;-2.50398;0.322136;3.59273;0.689684;0.0230729;-0.204421
;1;0;0;0;"99;99";"99;99";;1097;1;1;Person;32.0801;OK;3.25238;-2.67507;24.465;0.0618636;0.02386;-0.201644
;1;0;0;0;"99;99";"99;99";;1098;0;11;Person;88.623;OK;-2.47769;0.318839;3.59461;0.702948;0.0141331;-0.129882
;1;0;0;0;"99;99";"99;99";;1098;1;1;Person;33.7158;OK;3.22621;-2.67528;24.4601;-0.0675002;0.034699;-0.290897
;1;0;0;0;"99;99";"99;99";;1099;0;11;Person;89.9414;OK;-2.43833;0.315295;3.59621;0.754242;0.00980994;-0.095371
;1;0;0;0;"99;99";"99;99";;1099;1;1;Person;39.5996;OK;3.18476;-2.67533;24.4533;-0.167486;0.0342626;-0.284908
;1;0;0;0;"99;99";"99;99";;1100;0;11;Person;89.9414;OK;-2.39563;0.311009;3.60053;0.796825;0.00415309;-0.0501036
;1;0;0;0;"99;99";"99;99";;1100;1;1;Person;28.4668;OK;3.16273;-2.67532;24.4451;-0.169095;0.0343618;-0.285757
;1;0;0;0;"99;99";"99;99";;1101;0;11;Person;90.2344;OK;-2.35005;0.306677;3.60756;0.842921;-0.00101757;-0.00861416
;1;0;0;0;"99;99";"99;99";;1101;1;1;Person;25.3174;OK;3.13835;-2.67394;24.3928;-0.204895;0.0459065;-0.381984
;1;0;0;0;"99;99";"99;99";;1102;0;11;Person;91.0645;OK;-2.30703;0.302193;3.61965;0.875285;-0.0076453;0.0467985
;1;0;0;0;"99;99";"99;99";;1102;1;1;Person;25.3174;OK;3.12375;-2.67253;24.3643;-0.204895;0.0458995;-0.381984
;1;0;0;0;"99;99";"99;99";;1102;2;12;Sport;22.2656;TERMINATE;;;;nan;nan;nan
;1;0;0;0;"99;99";"99;99";;1103;0;11;Person;89.9414;OK;-2.26234;0.297963;3.63297;0.912977;-0.0119178;0.0828506
;1;0;0;0;"99;99";"99;99";;1103;1;1;Person;25.3174;OK;3.11346;-2.67111;24.3453;-0.204895;0.0458471;-0.381991
;1;0;0;0;"99;99";"99;99";;1104;0;11;Person;89.3066;OK;-2.21908;0.294017;3.64663;0.942249;-0.0157146;0.114004
;1;0;0;0;"99;99";"99;99";;1104;1;1;Person;25.3174;OK;3.10518;-2.66969;24.3301;-0.204895;0.0458467;-0.381991
;1;0;0;0;"99;99";"99;99";;1105;0;11;Person;90.4785;OK;-2.17681;0.290268;3.661;0.967295;-0.0194216;0.145645
;1;0;0;0;"99;99";"99;99";;1105;1;1;Person;20.5566;OK;3.10716;-2.66952;24.3418;-0.161934;0.0343739;-0.287095
;1;0;0;0;"99;99";"99;99";;1106;0;11;Person;89.0625;OK;-2.1057;0.284755;3.6866;0.978488;-0.0241014;0.185475
;1;0;0;0;"99;99";"99;99";;1106;1;1;Person;20.5566;OK;3.10364;-2.66883;24.3477;-0.161934;0.0343832;-0.287094
;1;0;0;0;"99;99";"99;99";;1107;0;11;Person;88.1836;OK;-2.07302;0.28217;3.70061;0.977106;-0.0272461;0.212305
;1;0;0;0;"99;99";"99;99";;1107;1;1;Person;20.5566;OK;3.10074;-2.66838;24.3467;-0.161935;0.0343359;-0.2871
;1;0;0;0;"99;99";"99;99";;1108;0;11;Person;88.6719;OK;-2.04473;0.279546;3.72009;0.964143;-0.0331516;0.263861
;1;0;0;0;"99;99";"99;99";;1108;1;1;Person;20.5566;OK;3.09706;-2.66781;24.3426;-0.161935;0.0342826;-0.287106
;1;0;0;0;"99;99";"99;99";;1109;0;11;Person;89.0625;OK;-2.02081;0.276735;3.74733;0.942079;-0.0415152;0.334591
;1;0;0;0;"99;99";"99;99";;1109;1;1;Person;20.5566;OK;3.09289;-2.66715;24.3364;-0.161935;0.0342896;-0.287106
;1;0;0;0;"99;99";"99;99";;1110;0;11;Person;86.6699;OK;-1.9987;0.273792;3.78016;0.920445;-0.0499589;0.40738
;1;0;0;0;"99;99";"99;99";;1110;1;1;Person;20.5566;OK;3.08839;-2.6664;24.3289;-0.161935;0.0342747;-0.287107
;1;0;0;0;"99;99";"99;99";;1111;0;11;Person;84.0332;OK;-1.97879;0.270945;3.80862;0.892882;-0.0538857;0.439519
;1;0;0;0;"99;99";"99;99";;1111;1;1;Person;20.5566;OK;3.08365;-2.66559;24.3204;-0.161934;0.0343507;-0.287098
;1;0;0;0;"99;99";"99;99";;1112;0;11;Person;85.8887;OK;-1.96595;0.267978;3.84139;0.84431;-0.0609427;0.4995
;1;0;0;0;"99;99";"99;99";;1112;1;1;Person;20.5566;SEARCHING;3.073;-2.65963;24.3062;-0.161935;0.0343789;-0.287095
;1;0;0;0;"99;99";"99;99";;1113;0;11;Person;87.1094;OK;-1.95759;0.264759;3.87563;0.790821;-0.0670052;0.552216
;1;0;0;0;"99;99";"99;99";;1113;1;1;Person;20.5566;SEARCHING;3.0729;-2.65957;24.3062;-0.161933;0.0343273;-0.287102
;1;0;0;0;"99;99";"99;99";;1114;0;11;Person;87.9395;OK;-1.95008;0.261462;3.90926;0.744874;-0.0720402;0.595575
;1;0;0;0;"99;99";"99;99";;1114;1;1;Person;20.5566;SEARCHING;3.07291;-2.6595;24.3062;-0.161933;0.0343264;-0.287102
;1;BT;0;0;"99;99";"99;99";;1115;0;11;Person;88.4277;OK;-1.94577;0.257632;3.94698;0.690378;-0.0788053;0.654598
;1;BT;0;0;"99;99";"99;99";;1115;1;1;Person;20.5566;SEARCHING;3.07293;-2.65943;24.3062;-0.161934;0.0342793;-0.287107
;1;BT;0;0;"99;99";"99;99";;1116;0;11;Person;88.1348;OK;-1.9405;0.253122;3.98999;0.651177;-0.0871039;0.725025
;1;BT;0;0;"99;99";"99;99";;1116;1;1;Person;20.5566;SEARCHING;3.07306;-2.65935;24.3062;-0.161935;0.0343042;-0.287103
;1;BT;0;0;"99;99";"99;99";;1117;0;11;Person;87.9395;OK;-1.93614;0.248108;4.03195;0.608214;-0.0930542;0.776497
;1;BT;0;0;"99;99";"99;99";;1117;1;1;Person;20.5566;SEARCHING;3.07322;-2.65927;24.3062;-0.161938;0.0342874;-0.287104
;1;BT;0;0;"99;99";"99;99";;1118;0;11;Person;89.7949;OK;-1.93353;0.242649;4.07186;0.561517;-0.0977297;0.816115
;1;BT;0;0;"99;99";"99;99";;1118;1;1;Person;20.5566;SEARCHING;3.07344;-2.65918;24.3062;-0.16194;0.0343172;-0.287099
;1;BT;0;0;"99;99";"99;99";;1119;0;11;Person;88.916;OK;-1.93149;0.236004;4.12142;0.521193;-0.107079;0.896131
;1;BT;0;0;"99;99";"99;99";;1119;1;1;Person;20.5566;SEARCHING;3.07358;-2.65911;24.3062;-0.161942;0.0342995;-0.2871
;1;BT;0;0;"99;99";"99;99";;1120;0;11;Person;89.4531;OK;-1.93015;0.228609;4.16549;0.48053;-0.111428;0.93342
;1;BT;0;0;"99;99";"99;99";;1120;1;1;Person;20.5566;SEARCHING;3.07363;-2.65904;24.3062;-0.161943;0.0343007;-0.2871
;1;BT;0;0;"99;99";"99;99";;1121;0;11;Person;89.0625;OK;-1.92957;0.220023;4.20455;0.439517;-0.113642;0.952714
;1;BT;0;0;"99;99";"99;99";;1121;1;1;Person;20.5566;SEARCHING;3.0734;-2.65902;24.3062;-0.16194;0.034304;-0.287101
;1;BT;0;0;"99;99";"99;99";;1122;0;11;Person;88.8184;OK;-1.93105;0.209771;4.23503;0.384501;-0.112398;0.939612
;1;BT;0;0;"99;99";"99;99";;1122;1;1;Person;20.5566;SEARCHING;3.07333;-2.65899;24.3063;-0.161939;0.0344289;-0.287087
;1;BT;0;0;"99;99";"99;99";;1123;0;11;Person;89.1602;OK;-1.93302;0.198393;4.25982;0.333718;-0.109005;0.914284
;1;BT;0;0;"99;99";"99;99";;1123;1;1;Person;20.5566;SEARCHING;3.07333;-2.65893;24.3062;-0.161939;0.03434;-0.287097
;1;BT;0;0;"99;99";"99;99";;1124;0;11;Person;88.8184;OK;-1.93445;0.186671;4.28101;0.284103;-0.105012;0.882079
;1;BT;0;0;"99;99";"99;99";;1124;1;1;Person;22.5464;OK;2.81371;-2.67026;24.4134;-0.44217;0.00403315;-0.0268467
;1;BT;0;0;"99;99";"99;99";;1125;0;11;Person;89.6484;OK;-1.93662;0.175626;4.29205;0.247379;-0.0965521;0.810904
;1;BT;0;0;"99;99";"99;99";;1125;1;1;Person;23.3032;OK;2.80247;-2.67395;24.5032;-0.434214;-0.0106404;0.0967717
;1;BT;0;0;"99;99";"99;99";;1126;0;11;Person;89.8926;OK;-1.93987;0.165184;4.29846;0.213047;-0.0880685;0.739128
;1;BT;0;0;"99;99";"99;99";;1126;1;1;Person;23.3032;OK;2.78957;-2.67673;24.5367;-0.434214;-0.0107103;0.0967633
;1;BT;0;0;"99;99";"99;99";;1127;0;11;Person;90.4785;OK;-1.94481;0.155154;4.304;0.176428;-0.0807806;0.678666
;1;BT;0;0;"99;99";"99;99";;1127;1;1;Person;20.752;OK;2.78866;-2.68117;24.5687;-0.400149;-0.0137367;0.121969
;1;BT;0;0;"99;99";"99;99";;1128;0;11;Person;90.4785;OK;-1.95306;0.14623;4.30732;0.131346;-0.0729441;0.613069
;1;BT;0;0;"99;99";"99;99";;1128;1;1;Person;27.9785;OK;2.72628;-2.67653;24.3512;-0.504597;0.0245831;-0.1987
;1;BT;0;0;"99;99";"99;99";;1129;0;11;Person;90.5762;OK;-1.96123;0.138427;4.30914;0.103442;-0.0654494;0.550418
;1;BT;0;0;"99;99";"99;99";;1129;1;1;Person;30.0781;OK;2.66642;-2.6713;24.227;-0.556958;0.0326808;-0.266566
;1;BT;0;0;"99;99";"99;99";;1130;0;11;Person;90.918;OK;-1.9695;0.132047;4.30744;0.0757945;-0.0562469;0.472521
;1;BT;0;0;"99;99";"99;99";;1130;1;1;Person;35.8398;OK;2.60565;-2.6651;24.1443;-0.619018;0.0394468;-0.321227
;1;BT;0;0;"99;99";"99;99";;1131;0;11;Person;91.1621;OK;-1.9766;0.127399;4.30336;0.0564051;-0.046437;0.390682
;1;BT;0;0;"99;99";"99;99";;1131;1;1;Person;37.3047;OK;2.60084;-2.66385;24.1794;-0.55434;0.0282469;-0.22874
;1;0;0;0;"99;99";"99;99";;1132;0;11;Person;90.625;OK;-1.98635;0.124126;4.29937;0.0197842;-0.0384789;0.32451
;1;0;0;0;"99;99";"99;99";;1132;1;1;Person;41.9678;OK;2.57006;-2.66206;24.1724;-0.603285;0.0309631;-0.251227
;1;0;0;0;"99;99";"99;99";;1133;0;11;Person;91.1621;OK;-1.9965;0.122361;4.29586;-0.00730022;-0.0293612;0.247503
;1;0;0;0;"99;99";"99;99";;1133;1;1;Person;49.3164;OK;2.5391;-2.66072;24.1574;-0.624967;0.0323877;-0.262171
;1;0;0;0;"99;99";"99;99";;1134;0;11;Person;88.623;OK;-2.00764;0.121473;4.29045;-0.0364438;-0.0195869;0.165812
;1;0;0;0;"99;99";"99;99";;1134;1;1;Person;48.6328;OK;2.49222;-2.65838;24.1083;-0.688277;0.0393582;-0.319715
;1;0;0;0;"99;99";"99;99";;1135;0;11;Person;90.1367;OK;-2.0193;0.121122;4.2768;0.0282349;-0.0120649;0.101226
;1;0;0;0;"99;99";"99;99";;1135;1;1;Person;51.7578;OK;2.45082;-2.65522;24.0325;-0.714182;0.0487551;-0.398785
;1;0;0;0;"99;99";"99;99";;1136;0;11;Person;85.791;OK;-2.03897;0.121082;4.24541;0.0262471;-0.0112143;0.0941021
;1;0;0;0;"99;99";"99;99";;1136;1;1;Person;46.875;OK;2.37832;-2.64797;23.9171;-0.757913;0.0601506;-0.493922
;1;0;0;0;"99;99";"99;99";;1137;0;11;Person;91.0156;OK;-2.0501;0.121256;4.2216;0.0425591;-0.0181637;0.152586
;1;0;0;0;"99;99";"99;99";;1137;1;1;Person;42.5293;OK;2.34935;-2.64707;23.9201;-0.766765;0.0538094;-0.440798
;1;0;0;0;"99;99";"99;99";;1138;0;11;Person;91.4551;OK;-2.06127;0.121498;4.19505;0.0591728;-0.0252845;0.212154
;1;0;0;0;"99;99";"99;99";;1138;1;1;Person;45.0439;OK;2.33223;-2.64837;23.9604;-0.751321;0.0349544;-0.281207
;1;0;0;0;"99;99";"99;99";;1139;0;11;Person;92.5293;OK;-2.07091;0.121783;4.16699;0.0748149;-0.0319519;0.268228
;1;0;0;0;"99;99";"99;99";;1139;1;1;Person;44.5557;OK;2.34249;-2.65433;24.0401;-0.632384;0.016898;-0.131559
;1;0;0;0;"99;99";"99;99";;1140;0;11;Person;91.3574;OK;-2.08523;0.122083;4.13988;0.0922968;-0.0394667;0.330898
;1;0;0;0;"99;99";"99;99";;1140;1;1;Person;43.5059;OK;2.33706;-2.66123;24.1639;-0.637972;0.000410695;0.00755418
;1;0;0;0;"99;99";"99;99";;1141;0;11;Person;91.0156;OK;-2.09993;0.122387;4.114;-0.207081;0.0401011;-0.334156
;1;0;0;0;"99;99";"99;99";;1141;1;1;Person;49.4141;OK;2.32367;-2.66184;24.1564;-0.619337;0.0164431;-0.127273
;1;0;0;0;"99;99";"99;99";;1142;0;11;Person;90.5762;OK;-2.11359;0.12272;4.09053;-0.221541;0.0439542;-0.366586
;1;0;0;0;"99;99";"99;99";;1142;1;1;Person;44.165;OK;2.30891;-2.66083;24.1191;-0.597537;0.0288846;-0.233318
;1;0;0;0;"99;99";"99;99";;1143;0;11;Person;90.3809;OK;-2.12409;0.123138;4.06743;-0.22197;0.0477065;-0.397986
;1;0;0;0;"99;99";"99;99";;1143;1;1;Person;42.2607;OK;2.29113;-2.66085;24.1263;-0.609161;0.0138578;-0.106495
;1;0;0;0;"99;99";"99;99";;1144;0;11;Person;88.8184;OK;-2.12868;0.123725;4.0426;-0.199297;0.0518414;-0.43496
;1;0;0;0;"99;99";"99;99";;1144;1;1;Person;48.9258;OK;2.27394;-2.66036;24.1277;-0.598901;0.0148088;-0.115145
;1;0;0;0;"99;99";"99;99";;1145;0;11;Person;89.1602;OK;-2.13084;0.124449;4.01795;-0.181257;0.0555155;-0.465696
;1;0;0;0;"99;99";"99;99";;1145;1;1;Person;54.1016;OK;2.23704;-2.65757;24.1052;-0.661697;0.0254672;-0.203686
;1;0;0;0;"99;99";"99;99";;1146;0;11;Person;89.0625;OK;-2.13127;0.125335;3.99272;-0.159891;0.0588519;-0.494368
;1;0;0;0;"99;99";"99;99";;1146;1;1;Person;46.4844;OK;2.19363;-2.65438;24.0746;-0.714572;0.0292377;-0.234955
;1;0;0;0;"99;99";"99;99";;1147;0;11;Person;88.7695;OK;-2.13116;0.12632;3.96866;-0.143234;0.0610743;-0.513687
;1;0;0;0;"99;99";"99;99";;1147;1;1;Person;47.2656;OK;2.15523;-2.65233;24.0583;-0.742085;0.0280178;-0.224283
;1;0;0;0;"99;99";"99;99";;1148;0;11;Person;88.916;OK;-2.13014;0.127359;3.94399;-0.119055;0.0639656;-0.537613
;1;0;0;0;"99;99";"99;99";;1148;1;1;Person;52.2461;OK;2.10863;-2.65056;24.0465;-0.803341;0.0276683;-0.22095
;1;0;0;0;"99;99";"99;99";;1149;0;11;Person;89.1602;OK;-2.12891;0.128669;3.91559;-0.0933026;0.0682255;-0.57412
;1;0;0;0;"99;99";"99;99";;1149;1;1;Person;44.458;OK;2.07049;-2.6489;24.0294;-0.818962;0.0300966;-0.240536
;1;0;0;0;"99;99";"99;99";;1150;0;11;Person;89.4531;OK;-2.12738;0.130204;3.88549;-0.0715601;0.0724041;-0.609135
;1;0;0;0;"99;99";"99;99";;1150;1;1;Person;47.3633;OK;2.06042;-2.64706;24.0047;-0.742298;0.033982;-0.274114
;1;0;0;0;"99;99";"99;99";;1151;0;11;Person;87.5977;OK;-2.1241;0.131683;3.85536;-0.0489917;0.0756241;-0.636714
;1;0;0;0;"99;99";"99;99";;1151;1;1;Person;44.458;OK;2.04755;-2.64713;24.018;-0.727617;0.0166192;-0.128013
;1;0;0;0;"99;99";"99;99";;1152;0;11;Person;85.5469;OK;-2.1187;0.133734;3.82458;-0.0252441;0.0790227;-0.665809
;1;0;0;0;"99;99";"99;99";;1152;1;1;Person;42.2607;OK;2.02349;-2.64839;24.0674;-0.749138;0.00528689;-0.0322601
;1;0;0;0;"99;99";"99;99";;1153;0;11;Person;88.0371;OK;-2.11173;0.136364;3.79486;-0.00389577;0.0814353;-0.686794
;1;0;0;0;"99;99";"99;99";;1153;1;1;Person;46.6797;OK;2.01114;-2.64878;24.0769;-0.700114;0.010003;-0.0722811
;1;0;0;0;"99;99";"99;99";;1154;0;11;Person;88.5254;OK;-2.10348;0.139407;3.7648;0.0165681;0.0838193;-0.708356
;1;0;0;0;"99;99";"99;99";;1154;1;1;Person;38.7695;OK;1.98979;-2.65144;24.1467;-0.718643;-0.0079673;0.0799946
;1;0;0;0;"99;99";"99;99";;1155;0;11;Person;88.8184;OK;-2.09536;0.142703;3.73721;0.0310935;0.0849876;-0.716923
;1;0;0;0;"99;99";"99;99";;1155;1;1;Person;33.2764;OK;1.96909;-2.65429;24.1904;-0.712392;-0.0120338;0.113998
;1;0;0;0;"99;99";"99;99";;1156;0;11;Person;89.5996;OK;-2.08547;0.146166;3.70969;0.0546039;0.0858175;-0.727025
;1;0;0;0;"99;99";"99;99";;1156;1;1;Person;34.3262;OK;1.94923;-2.65457;24.1774;-0.694348;0.00162227;-0.00126837
;1;0;BS;0;"99;99";"99;99";;1157;0;11;Person;89.7461;OK;-2.07461;0.149634;3.68275;0.0758918;0.0867053;-0.733557
;1;0;BS;0;"99;99";"99;99";;1157;1;1;Person;25.9766;OK;1.93364;-2.65579;24.1872;-0.674482;-0.00705007;0.0726079
;1;0;BS;0;"99;99";"99;99";;1158;0;11;Person;89.8926;OK;-2.06544;0.1527;3.65985;0.0850142;0.0852615;-0.72225
;1;0;BS;0;"99;99";"99;99";;1158;1;1;Person;25.6836;OK;1.9142;-2.6584;24.2086;-0.676206;-0.0121745;0.115566
;1;0;BS;0;"99;99";"99;99";;1159;0;11;Person;89.3066;OK;-2.05745;0.155358;3.63873;0.092766;0.0836962;-0.709474
;1;0;BS;0;"99;99";"99;99";;1159;1;1;Person;25.6836;OK;1.89272;-2.66029;24.2201;-0.676206;-0.012145;0.11557
;1;0;BS;0;"99;99";"99;99";;1160;0;11;Person;89.5996;OK;-2.05152;0.157513;3.61994;0.0925641;0.0815896;-0.689961
;1;0;BS;0;"99;99";"99;99";;1160;1;1;Person;25.6836;OK;1.87047;-2.66193;24.2273;-0.676206;-0.0121228;0.115573
;1;0;BS;0;"99;99";"99;99";;1161;0;11;Person;88.6719;OK;-2.04716;0.159115;3.60325;0.0904361;0.0786549;-0.666371
;1;0;BS;0;"99;99";"99;99";;1161;1;1;Person;25.6836;OK;1.84795;-2.66335;24.2326;-0.676207;-0.0121772;0.115566
